country,year,inflation,month
Malaysia,2020,-1.139,1
Malaysia,2020,-1.139,2
Malaysia,2020,-1.139,3
Malaysia,2020,-1.139,4
Malaysia,2020,-1.139,5
Malaysia,2020,-1.139,6
Malaysia,2020,-1.139,7
Malaysia,2020,-1.139,8
Malaysia,2020,-1.139,9
Malaysia,2020,-1.139,10
Malaysia,2020,-1.139,11
Malaysia,2020,-1.139,12
Nepal,2020,6.148,1
Nepal,2020,6.148,2
Nepal,2020,6.148,3
Nepal,2020,6.148,4
Nepal,2020,6.148,5
Nepal,2020,6.148,6
Nepal,2020,6.148,7
Nepal,2020,6.148,8
Nepal,2020,6.148,9
Nepal,2020,6.148,10
Nepal,2020,6.148,11
Nepal,2020,6.148,12
Pakistan,2020,10.739,1
Pakistan,2020,10.739,2
Pakistan,2020,10.739,3
Pakistan,2020,10.739,4
Pakistan,2020,10.739,5
Pakistan,2020,10.739,6
Pakistan,2020,10.739,7
Pakistan,2020,10.739,8
Pakistan,2020,10.739,9
Pakistan,2020,10.739,10
Pakistan,2020,10.739,11
Pakistan,2020,10.739,12
Maldives,2020,-1.594,1
Maldives,2020,-1.594,2
Maldives,2020,-1.594,3
Maldives,2020,-1.594,4
Maldives,2020,-1.594,5
Maldives,2020,-1.594,6
Maldives,2020,-1.594,7
Maldives,2020,-1.594,8
Maldives,2020,-1.594,9
Maldives,2020,-1.594,10
Maldives,2020,-1.594,11
Maldives,2020,-1.594,12
Djibouti,2020,1.779,1
Djibouti,2020,1.779,2
Djibouti,2020,1.779,3
Djibouti,2020,1.779,4
Djibouti,2020,1.779,5
Djibouti,2020,1.779,6
Djibouti,2020,1.779,7
Djibouti,2020,1.779,8
Djibouti,2020,1.779,9
Djibouti,2020,1.779,10
Djibouti,2020,1.779,11
Djibouti,2020,1.779,12
Singapore,2020,-0.172,1
Singapore,2020,-0.172,2
Singapore,2020,-0.172,3
Singapore,2020,-0.172,4
Singapore,2020,-0.172,5
Singapore,2020,-0.172,6
Singapore,2020,-0.172,7
Singapore,2020,-0.172,8
Singapore,2020,-0.172,9
Singapore,2020,-0.172,10
Singapore,2020,-0.172,11
Singapore,2020,-0.172,12
"Palau, Republic Of",2020,0.702,1
"Palau, Republic Of",2020,0.702,2
"Palau, Republic Of",2020,0.702,3
"Palau, Republic Of",2020,0.702,4
"Palau, Republic Of",2020,0.702,5
"Palau, Republic Of",2020,0.702,6
"Palau, Republic Of",2020,0.702,7
"Palau, Republic Of",2020,0.702,8
"Palau, Republic Of",2020,0.702,9
"Palau, Republic Of",2020,0.702,10
"Palau, Republic Of",2020,0.702,11
"Palau, Republic Of",2020,0.702,12
Philippines,2020,2.393,1
Philippines,2020,2.393,2
Philippines,2020,2.393,3
Philippines,2020,2.393,4
Philippines,2020,2.393,5
Philippines,2020,2.393,6
Philippines,2020,2.393,7
Philippines,2020,2.393,8
Philippines,2020,2.393,9
Philippines,2020,2.393,10
Philippines,2020,2.393,11
Philippines,2020,2.393,12
Algeria,2020,2.415,1
Algeria,2020,2.415,2
Algeria,2020,2.415,3
Algeria,2020,2.415,4
Algeria,2020,2.415,5
Algeria,2020,2.415,6
Algeria,2020,2.415,7
Algeria,2020,2.415,8
Algeria,2020,2.415,9
Algeria,2020,2.415,10
Algeria,2020,2.415,11
Algeria,2020,2.415,12
Thailand,2020,-0.846,1
Thailand,2020,-0.846,2
Thailand,2020,-0.846,3
Thailand,2020,-0.846,4
Thailand,2020,-0.846,5
Thailand,2020,-0.846,6
Thailand,2020,-0.846,7
Thailand,2020,-0.846,8
Thailand,2020,-0.846,9
Thailand,2020,-0.846,10
Thailand,2020,-0.846,11
Thailand,2020,-0.846,12
Vietnam,2020,3.22,1
Vietnam,2020,3.22,2
Vietnam,2020,3.22,3
Vietnam,2020,3.22,4
Vietnam,2020,3.22,5
Vietnam,2020,3.22,6
Vietnam,2020,3.22,7
Vietnam,2020,3.22,8
Vietnam,2020,3.22,9
Vietnam,2020,3.22,10
Vietnam,2020,3.22,11
Vietnam,2020,3.22,12
Burundi,2020,7.528,1
Burundi,2020,7.528,2
Burundi,2020,7.528,3
Burundi,2020,7.528,4
Burundi,2020,7.528,5
Burundi,2020,7.528,6
Burundi,2020,7.528,7
Burundi,2020,7.528,8
Burundi,2020,7.528,9
Burundi,2020,7.528,10
Burundi,2020,7.528,11
Burundi,2020,7.528,12
Angola,2020,22.277,1
Angola,2020,22.277,2
Angola,2020,22.277,3
Angola,2020,22.277,4
Angola,2020,22.277,5
Angola,2020,22.277,6
Angola,2020,22.277,7
Angola,2020,22.277,8
Angola,2020,22.277,9
Angola,2020,22.277,10
Angola,2020,22.277,11
Angola,2020,22.277,12
Botswana,2020,1.89,1
Botswana,2020,1.89,2
Botswana,2020,1.89,3
Botswana,2020,1.89,4
Botswana,2020,1.89,5
Botswana,2020,1.89,6
Botswana,2020,1.89,7
Botswana,2020,1.89,8
Botswana,2020,1.89,9
Botswana,2020,1.89,10
Botswana,2020,1.89,11
Botswana,2020,1.89,12
"Comoros, Union Of The",2020,0.8,1
"Comoros, Union Of The",2020,0.8,2
"Comoros, Union Of The",2020,0.8,3
"Comoros, Union Of The",2020,0.8,4
"Comoros, Union Of The",2020,0.8,5
"Comoros, Union Of The",2020,0.8,6
"Comoros, Union Of The",2020,0.8,7
"Comoros, Union Of The",2020,0.8,8
"Comoros, Union Of The",2020,0.8,9
"Comoros, Union Of The",2020,0.8,10
"Comoros, Union Of The",2020,0.8,11
"Comoros, Union Of The",2020,0.8,12
Cabo Verde,2020,0.605,1
Cabo Verde,2020,0.605,2
Cabo Verde,2020,0.605,3
Cabo Verde,2020,0.605,4
Cabo Verde,2020,0.605,5
Cabo Verde,2020,0.605,6
Cabo Verde,2020,0.605,7
Cabo Verde,2020,0.605,8
Cabo Verde,2020,0.605,9
Cabo Verde,2020,0.605,10
Cabo Verde,2020,0.605,11
Cabo Verde,2020,0.605,12
Cameroon,2020,2.451,1
Cameroon,2020,2.451,2
Cameroon,2020,2.451,3
Cameroon,2020,2.451,4
Cameroon,2020,2.451,5
Cameroon,2020,2.451,6
Cameroon,2020,2.451,7
Cameroon,2020,2.451,8
Cameroon,2020,2.451,9
Cameroon,2020,2.451,10
Cameroon,2020,2.451,11
Cameroon,2020,2.451,12
Chad,2020,4.474,1
Chad,2020,4.474,2
Chad,2020,4.474,3
Chad,2020,4.474,4
Chad,2020,4.474,5
Chad,2020,4.474,6
Chad,2020,4.474,7
Chad,2020,4.474,8
Chad,2020,4.474,9
Chad,2020,4.474,10
Chad,2020,4.474,11
Chad,2020,4.474,12
Central African Republic,2020,0.881,1
Central African Republic,2020,0.881,2
Central African Republic,2020,0.881,3
Central African Republic,2020,0.881,4
Central African Republic,2020,0.881,5
Central African Republic,2020,0.881,6
Central African Republic,2020,0.881,7
Central African Republic,2020,0.881,8
Central African Republic,2020,0.881,9
Central African Republic,2020,0.881,10
Central African Republic,2020,0.881,11
Central African Republic,2020,0.881,12
"Congo, Republic Of",2020,1.373,1
"Congo, Republic Of",2020,1.373,2
"Congo, Republic Of",2020,1.373,3
"Congo, Republic Of",2020,1.373,4
"Congo, Republic Of",2020,1.373,5
"Congo, Republic Of",2020,1.373,6
"Congo, Republic Of",2020,1.373,7
"Congo, Republic Of",2020,1.373,8
"Congo, Republic Of",2020,1.373,9
"Congo, Republic Of",2020,1.373,10
"Congo, Republic Of",2020,1.373,11
"Congo, Republic Of",2020,1.373,12
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,1
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,2
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,3
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,4
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,5
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,6
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,7
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,8
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,9
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,10
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,11
"Ethiopia, The Federal Democratic Republic Of",2020,20.354,12
Gabon,2020,1.703,1
Gabon,2020,1.703,2
Gabon,2020,1.703,3
Gabon,2020,1.703,4
Gabon,2020,1.703,5
Gabon,2020,1.703,6
Gabon,2020,1.703,7
Gabon,2020,1.703,8
Gabon,2020,1.703,9
Gabon,2020,1.703,10
Gabon,2020,1.703,11
Gabon,2020,1.703,12
Benin,2020,3.033,1
Benin,2020,3.033,2
Benin,2020,3.033,3
Benin,2020,3.033,4
Benin,2020,3.033,5
Benin,2020,3.033,6
Benin,2020,3.033,7
Benin,2020,3.033,8
Benin,2020,3.033,9
Benin,2020,3.033,10
Benin,2020,3.033,11
Benin,2020,3.033,12
"Congo, Democratic Republic Of The",2020,11.358,1
"Congo, Democratic Republic Of The",2020,11.358,2
"Congo, Democratic Republic Of The",2020,11.358,3
"Congo, Democratic Republic Of The",2020,11.358,4
"Congo, Democratic Republic Of The",2020,11.358,5
"Congo, Democratic Republic Of The",2020,11.358,6
"Congo, Democratic Republic Of The",2020,11.358,7
"Congo, Democratic Republic Of The",2020,11.358,8
"Congo, Democratic Republic Of The",2020,11.358,9
"Congo, Democratic Republic Of The",2020,11.358,10
"Congo, Democratic Republic Of The",2020,11.358,11
"Congo, Democratic Republic Of The",2020,11.358,12
"Gambia, The",2020,5.931,1
"Gambia, The",2020,5.931,2
"Gambia, The",2020,5.931,3
"Gambia, The",2020,5.931,4
"Gambia, The",2020,5.931,5
"Gambia, The",2020,5.931,6
"Gambia, The",2020,5.931,7
"Gambia, The",2020,5.931,8
"Gambia, The",2020,5.931,9
"Gambia, The",2020,5.931,10
"Gambia, The",2020,5.931,11
"Gambia, The",2020,5.931,12
Ghana,2020,9.918,1
Ghana,2020,9.918,2
Ghana,2020,9.918,3
Ghana,2020,9.918,4
Ghana,2020,9.918,5
Ghana,2020,9.918,6
Ghana,2020,9.918,7
Ghana,2020,9.918,8
Ghana,2020,9.918,9
Ghana,2020,9.918,10
Ghana,2020,9.918,11
Ghana,2020,9.918,12
Guinea-Bissau,2020,1.463,1
Guinea-Bissau,2020,1.463,2
Guinea-Bissau,2020,1.463,3
Guinea-Bissau,2020,1.463,4
Guinea-Bissau,2020,1.463,5
Guinea-Bissau,2020,1.463,6
Guinea-Bissau,2020,1.463,7
Guinea-Bissau,2020,1.463,8
Guinea-Bissau,2020,1.463,9
Guinea-Bissau,2020,1.463,10
Guinea-Bissau,2020,1.463,11
Guinea-Bissau,2020,1.463,12
Guinea,2020,10.602,1
Guinea,2020,10.602,2
Guinea,2020,10.602,3
Guinea,2020,10.602,4
Guinea,2020,10.602,5
Guinea,2020,10.602,6
Guinea,2020,10.602,7
Guinea,2020,10.602,8
Guinea,2020,10.602,9
Guinea,2020,10.602,10
Guinea,2020,10.602,11
Guinea,2020,10.602,12
"Madagascar, Republic Of",2020,4.188,1
"Madagascar, Republic Of",2020,4.188,2
"Madagascar, Republic Of",2020,4.188,3
"Madagascar, Republic Of",2020,4.188,4
"Madagascar, Republic Of",2020,4.188,5
"Madagascar, Republic Of",2020,4.188,6
"Madagascar, Republic Of",2020,4.188,7
"Madagascar, Republic Of",2020,4.188,8
"Madagascar, Republic Of",2020,4.188,9
"Madagascar, Republic Of",2020,4.188,10
"Madagascar, Republic Of",2020,4.188,11
"Madagascar, Republic Of",2020,4.188,12
"Lesotho, Kingdom Of",2020,5.416,1
"Lesotho, Kingdom Of",2020,5.416,2
"Lesotho, Kingdom Of",2020,5.416,3
"Lesotho, Kingdom Of",2020,5.416,4
"Lesotho, Kingdom Of",2020,5.416,5
"Lesotho, Kingdom Of",2020,5.416,6
"Lesotho, Kingdom Of",2020,5.416,7
"Lesotho, Kingdom Of",2020,5.416,8
"Lesotho, Kingdom Of",2020,5.416,9
"Lesotho, Kingdom Of",2020,5.416,10
"Lesotho, Kingdom Of",2020,5.416,11
"Lesotho, Kingdom Of",2020,5.416,12
Côte D'Ivoire,2020,2.288,1
Côte D'Ivoire,2020,2.288,2
Côte D'Ivoire,2020,2.288,3
Côte D'Ivoire,2020,2.288,4
Côte D'Ivoire,2020,2.288,5
Côte D'Ivoire,2020,2.288,6
Côte D'Ivoire,2020,2.288,7
Côte D'Ivoire,2020,2.288,8
Côte D'Ivoire,2020,2.288,9
Côte D'Ivoire,2020,2.288,10
Côte D'Ivoire,2020,2.288,11
Côte D'Ivoire,2020,2.288,12
Kenya,2020,5.29,1
Kenya,2020,5.29,2
Kenya,2020,5.29,3
Kenya,2020,5.29,4
Kenya,2020,5.29,5
Kenya,2020,5.29,6
Kenya,2020,5.29,7
Kenya,2020,5.29,8
Kenya,2020,5.29,9
Kenya,2020,5.29,10
Kenya,2020,5.29,11
Kenya,2020,5.29,12
Mauritius,2020,2.52,1
Mauritius,2020,2.52,2
Mauritius,2020,2.52,3
Mauritius,2020,2.52,4
Mauritius,2020,2.52,5
Mauritius,2020,2.52,6
Mauritius,2020,2.52,7
Mauritius,2020,2.52,8
Mauritius,2020,2.52,9
Mauritius,2020,2.52,10
Mauritius,2020,2.52,11
Mauritius,2020,2.52,12
Liberia,2020,16.953,1
Liberia,2020,16.953,2
Liberia,2020,16.953,3
Liberia,2020,16.953,4
Liberia,2020,16.953,5
Liberia,2020,16.953,6
Liberia,2020,16.953,7
Liberia,2020,16.953,8
Liberia,2020,16.953,9
Liberia,2020,16.953,10
Liberia,2020,16.953,11
Liberia,2020,16.953,12
Malawi,2020,8.639,1
Malawi,2020,8.639,2
Malawi,2020,8.639,3
Malawi,2020,8.639,4
Malawi,2020,8.639,5
Malawi,2020,8.639,6
Malawi,2020,8.639,7
Malawi,2020,8.639,8
Malawi,2020,8.639,9
Malawi,2020,8.639,10
Malawi,2020,8.639,11
Malawi,2020,8.639,12
Libya,2020,1.447,1
Libya,2020,1.447,2
Libya,2020,1.447,3
Libya,2020,1.447,4
Libya,2020,1.447,5
Libya,2020,1.447,6
Libya,2020,1.447,7
Libya,2020,1.447,8
Libya,2020,1.447,9
Libya,2020,1.447,10
Libya,2020,1.447,11
Libya,2020,1.447,12
"Mozambique, Republic Of",2020,0.93,1
"Mozambique, Republic Of",2020,0.93,2
"Mozambique, Republic Of",2020,0.93,3
"Mozambique, Republic Of",2020,0.93,4
"Mozambique, Republic Of",2020,0.93,5
"Mozambique, Republic Of",2020,0.93,6
"Mozambique, Republic Of",2020,0.93,7
"Mozambique, Republic Of",2020,0.93,8
"Mozambique, Republic Of",2020,0.93,9
"Mozambique, Republic Of",2020,0.93,10
"Mozambique, Republic Of",2020,0.93,11
"Mozambique, Republic Of",2020,0.93,12
"Mauritania, Islamic Republic Of",2020,2.382,1
"Mauritania, Islamic Republic Of",2020,2.382,2
"Mauritania, Islamic Republic Of",2020,2.382,3
"Mauritania, Islamic Republic Of",2020,2.382,4
"Mauritania, Islamic Republic Of",2020,2.382,5
"Mauritania, Islamic Republic Of",2020,2.382,6
"Mauritania, Islamic Republic Of",2020,2.382,7
"Mauritania, Islamic Republic Of",2020,2.382,8
"Mauritania, Islamic Republic Of",2020,2.382,9
"Mauritania, Islamic Republic Of",2020,2.382,10
"Mauritania, Islamic Republic Of",2020,2.382,11
"Mauritania, Islamic Republic Of",2020,2.382,12
Mali,2020,0.481,1
Mali,2020,0.481,2
Mali,2020,0.481,3
Mali,2020,0.481,4
Mali,2020,0.481,5
Mali,2020,0.481,6
Mali,2020,0.481,7
Mali,2020,0.481,8
Mali,2020,0.481,9
Mali,2020,0.481,10
Mali,2020,0.481,11
Mali,2020,0.481,12
Nigeria,2020,13.246,1
Nigeria,2020,13.246,2
Nigeria,2020,13.246,3
Nigeria,2020,13.246,4
Nigeria,2020,13.246,5
Nigeria,2020,13.246,6
Nigeria,2020,13.246,7
Nigeria,2020,13.246,8
Nigeria,2020,13.246,9
Nigeria,2020,13.246,10
Nigeria,2020,13.246,11
Nigeria,2020,13.246,12
Niger,2020,2.901,1
Niger,2020,2.901,2
Niger,2020,2.901,3
Niger,2020,2.901,4
Niger,2020,2.901,5
Niger,2020,2.901,6
Niger,2020,2.901,7
Niger,2020,2.901,8
Niger,2020,2.901,9
Niger,2020,2.901,10
Niger,2020,2.901,11
Niger,2020,2.901,12
Morocco,2020,0.688,1
Morocco,2020,0.688,2
Morocco,2020,0.688,3
Morocco,2020,0.688,4
Morocco,2020,0.688,5
Morocco,2020,0.688,6
Morocco,2020,0.688,7
Morocco,2020,0.688,8
Morocco,2020,0.688,9
Morocco,2020,0.688,10
Morocco,2020,0.688,11
Morocco,2020,0.688,12
Seychelles,2020,0.968,1
Seychelles,2020,0.968,2
Seychelles,2020,0.968,3
Seychelles,2020,0.968,4
Seychelles,2020,0.968,5
Seychelles,2020,0.968,6
Seychelles,2020,0.968,7
Seychelles,2020,0.968,8
Seychelles,2020,0.968,9
Seychelles,2020,0.968,10
Seychelles,2020,0.968,11
Seychelles,2020,0.968,12
Rwanda,2020,7.733,1
Rwanda,2020,7.733,2
Rwanda,2020,7.733,3
Rwanda,2020,7.733,4
Rwanda,2020,7.733,5
Rwanda,2020,7.733,6
Rwanda,2020,7.733,7
Rwanda,2020,7.733,8
Rwanda,2020,7.733,9
Rwanda,2020,7.733,10
Rwanda,2020,7.733,11
Rwanda,2020,7.733,12
Zimbabwe,2020,557.21,1
Zimbabwe,2020,557.21,2
Zimbabwe,2020,557.21,3
Zimbabwe,2020,557.21,4
Zimbabwe,2020,557.21,5
Zimbabwe,2020,557.21,6
Zimbabwe,2020,557.21,7
Zimbabwe,2020,557.21,8
Zimbabwe,2020,557.21,9
Zimbabwe,2020,557.21,10
Zimbabwe,2020,557.21,11
Zimbabwe,2020,557.21,12
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,1
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,2
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,3
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,4
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,5
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,6
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,7
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,8
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,9
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,10
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,11
"São Tomé And Príncipe, Democratic Republic Of",2020,9.82,12
Sierra Leone,2020,13.447,1
Sierra Leone,2020,13.447,2
Sierra Leone,2020,13.447,3
Sierra Leone,2020,13.447,4
Sierra Leone,2020,13.447,5
Sierra Leone,2020,13.447,6
Sierra Leone,2020,13.447,7
Sierra Leone,2020,13.447,8
Sierra Leone,2020,13.447,9
Sierra Leone,2020,13.447,10
Sierra Leone,2020,13.447,11
Sierra Leone,2020,13.447,12
Senegal,2020,2.529,1
Senegal,2020,2.529,2
Senegal,2020,2.529,3
Senegal,2020,2.529,4
Senegal,2020,2.529,5
Senegal,2020,2.529,6
Senegal,2020,2.529,7
Senegal,2020,2.529,8
Senegal,2020,2.529,9
Senegal,2020,2.529,10
Senegal,2020,2.529,11
Senegal,2020,2.529,12
Togo,2020,1.842,1
Togo,2020,1.842,2
Togo,2020,1.842,3
Togo,2020,1.842,4
Togo,2020,1.842,5
Togo,2020,1.842,6
Togo,2020,1.842,7
Togo,2020,1.842,8
Togo,2020,1.842,9
Togo,2020,1.842,10
Togo,2020,1.842,11
Togo,2020,1.842,12
"South Sudan, Republic Of",2020,23.984,1
"South Sudan, Republic Of",2020,23.984,2
"South Sudan, Republic Of",2020,23.984,3
"South Sudan, Republic Of",2020,23.984,4
"South Sudan, Republic Of",2020,23.984,5
"South Sudan, Republic Of",2020,23.984,6
"South Sudan, Republic Of",2020,23.984,7
"South Sudan, Republic Of",2020,23.984,8
"South Sudan, Republic Of",2020,23.984,9
"South Sudan, Republic Of",2020,23.984,10
"South Sudan, Republic Of",2020,23.984,11
"South Sudan, Republic Of",2020,23.984,12
Sudan,2020,163.258,1
Sudan,2020,163.258,2
Sudan,2020,163.258,3
Sudan,2020,163.258,4
Sudan,2020,163.258,5
Sudan,2020,163.258,6
Sudan,2020,163.258,7
Sudan,2020,163.258,8
Sudan,2020,163.258,9
Sudan,2020,163.258,10
Sudan,2020,163.258,11
Sudan,2020,163.258,12
Namibia,2020,2.209,1
Namibia,2020,2.209,2
Namibia,2020,2.209,3
Namibia,2020,2.209,4
Namibia,2020,2.209,5
Namibia,2020,2.209,6
Namibia,2020,2.209,7
Namibia,2020,2.209,8
Namibia,2020,2.209,9
Namibia,2020,2.209,10
Namibia,2020,2.209,11
Namibia,2020,2.209,12
Somalia,2020,4.113,1
Somalia,2020,4.113,2
Somalia,2020,4.113,3
Somalia,2020,4.113,4
Somalia,2020,4.113,5
Somalia,2020,4.113,6
Somalia,2020,4.113,7
Somalia,2020,4.113,8
Somalia,2020,4.113,9
Somalia,2020,4.113,10
Somalia,2020,4.113,11
Somalia,2020,4.113,12
"Eswatini, Kingdom Of",2020,3.872,1
"Eswatini, Kingdom Of",2020,3.872,2
"Eswatini, Kingdom Of",2020,3.872,3
"Eswatini, Kingdom Of",2020,3.872,4
"Eswatini, Kingdom Of",2020,3.872,5
"Eswatini, Kingdom Of",2020,3.872,6
"Eswatini, Kingdom Of",2020,3.872,7
"Eswatini, Kingdom Of",2020,3.872,8
"Eswatini, Kingdom Of",2020,3.872,9
"Eswatini, Kingdom Of",2020,3.872,10
"Eswatini, Kingdom Of",2020,3.872,11
"Eswatini, Kingdom Of",2020,3.872,12
"Tanzania, United Republic Of",2020,3.289,1
"Tanzania, United Republic Of",2020,3.289,2
"Tanzania, United Republic Of",2020,3.289,3
"Tanzania, United Republic Of",2020,3.289,4
"Tanzania, United Republic Of",2020,3.289,5
"Tanzania, United Republic Of",2020,3.289,6
"Tanzania, United Republic Of",2020,3.289,7
"Tanzania, United Republic Of",2020,3.289,8
"Tanzania, United Republic Of",2020,3.289,9
"Tanzania, United Republic Of",2020,3.289,10
"Tanzania, United Republic Of",2020,3.289,11
"Tanzania, United Republic Of",2020,3.289,12
"Fiji, Republic Of",2020,-2.595,1
"Fiji, Republic Of",2020,-2.595,2
"Fiji, Republic Of",2020,-2.595,3
"Fiji, Republic Of",2020,-2.595,4
"Fiji, Republic Of",2020,-2.595,5
"Fiji, Republic Of",2020,-2.595,6
"Fiji, Republic Of",2020,-2.595,7
"Fiji, Republic Of",2020,-2.595,8
"Fiji, Republic Of",2020,-2.595,9
"Fiji, Republic Of",2020,-2.595,10
"Fiji, Republic Of",2020,-2.595,11
"Fiji, Republic Of",2020,-2.595,12
Kiribati,2020,2.553,1
Kiribati,2020,2.553,2
Kiribati,2020,2.553,3
Kiribati,2020,2.553,4
Kiribati,2020,2.553,5
Kiribati,2020,2.553,6
Kiribati,2020,2.553,7
Kiribati,2020,2.553,8
Kiribati,2020,2.553,9
Kiribati,2020,2.553,10
Kiribati,2020,2.553,11
Kiribati,2020,2.553,12
Uganda,2020,2.758,1
Uganda,2020,2.758,2
Uganda,2020,2.758,3
Uganda,2020,2.758,4
Uganda,2020,2.758,5
Uganda,2020,2.758,6
Uganda,2020,2.758,7
Uganda,2020,2.758,8
Uganda,2020,2.758,9
Uganda,2020,2.758,10
Uganda,2020,2.758,11
Uganda,2020,2.758,12
Burkina Faso,2020,1.885,1
Burkina Faso,2020,1.885,2
Burkina Faso,2020,1.885,3
Burkina Faso,2020,1.885,4
Burkina Faso,2020,1.885,5
Burkina Faso,2020,1.885,6
Burkina Faso,2020,1.885,7
Burkina Faso,2020,1.885,8
Burkina Faso,2020,1.885,9
Burkina Faso,2020,1.885,10
Burkina Faso,2020,1.885,11
Burkina Faso,2020,1.885,12
Zambia,2020,15.733,1
Zambia,2020,15.733,2
Zambia,2020,15.733,3
Zambia,2020,15.733,4
Zambia,2020,15.733,5
Zambia,2020,15.733,6
Zambia,2020,15.733,7
Zambia,2020,15.733,8
Zambia,2020,15.733,9
Zambia,2020,15.733,10
Zambia,2020,15.733,11
Zambia,2020,15.733,12
Tunisia,2020,5.635,1
Tunisia,2020,5.635,2
Tunisia,2020,5.635,3
Tunisia,2020,5.635,4
Tunisia,2020,5.635,5
Tunisia,2020,5.635,6
Tunisia,2020,5.635,7
Tunisia,2020,5.635,8
Tunisia,2020,5.635,9
Tunisia,2020,5.635,10
Tunisia,2020,5.635,11
Tunisia,2020,5.635,12
Solomon Islands,2020,2.927,1
Solomon Islands,2020,2.927,2
Solomon Islands,2020,2.927,3
Solomon Islands,2020,2.927,4
Solomon Islands,2020,2.927,5
Solomon Islands,2020,2.927,6
Solomon Islands,2020,2.927,7
Solomon Islands,2020,2.927,8
Solomon Islands,2020,2.927,9
Solomon Islands,2020,2.927,10
Solomon Islands,2020,2.927,11
Solomon Islands,2020,2.927,12
Marshall Islands,2020,-0.658,1
Marshall Islands,2020,-0.658,2
Marshall Islands,2020,-0.658,3
Marshall Islands,2020,-0.658,4
Marshall Islands,2020,-0.658,5
Marshall Islands,2020,-0.658,6
Marshall Islands,2020,-0.658,7
Marshall Islands,2020,-0.658,8
Marshall Islands,2020,-0.658,9
Marshall Islands,2020,-0.658,10
Marshall Islands,2020,-0.658,11
Marshall Islands,2020,-0.658,12
Samoa,2020,1.48,1
Samoa,2020,1.48,2
Samoa,2020,1.48,3
Samoa,2020,1.48,4
Samoa,2020,1.48,5
Samoa,2020,1.48,6
Samoa,2020,1.48,7
Samoa,2020,1.48,8
Samoa,2020,1.48,9
Samoa,2020,1.48,10
Samoa,2020,1.48,11
Samoa,2020,1.48,12
"Nauru, Republic Of",2020,0.931,1
"Nauru, Republic Of",2020,0.931,2
"Nauru, Republic Of",2020,0.931,3
"Nauru, Republic Of",2020,0.931,4
"Nauru, Republic Of",2020,0.931,5
"Nauru, Republic Of",2020,0.931,6
"Nauru, Republic Of",2020,0.931,7
"Nauru, Republic Of",2020,0.931,8
"Nauru, Republic Of",2020,0.931,9
"Nauru, Republic Of",2020,0.931,10
"Nauru, Republic Of",2020,0.931,11
"Nauru, Republic Of",2020,0.931,12
Papua New Guinea,2020,4.872,1
Papua New Guinea,2020,4.872,2
Papua New Guinea,2020,4.872,3
Papua New Guinea,2020,4.872,4
Papua New Guinea,2020,4.872,5
Papua New Guinea,2020,4.872,6
Papua New Guinea,2020,4.872,7
Papua New Guinea,2020,4.872,8
Papua New Guinea,2020,4.872,9
Papua New Guinea,2020,4.872,10
Papua New Guinea,2020,4.872,11
Papua New Guinea,2020,4.872,12
Vanuatu,2020,5.346,1
Vanuatu,2020,5.346,2
Vanuatu,2020,5.346,3
Vanuatu,2020,5.346,4
Vanuatu,2020,5.346,5
Vanuatu,2020,5.346,6
Vanuatu,2020,5.346,7
Vanuatu,2020,5.346,8
Vanuatu,2020,5.346,9
Vanuatu,2020,5.346,10
Vanuatu,2020,5.346,11
Vanuatu,2020,5.346,12
"Micronesia, Federated States Of",2020,0.964,1
"Micronesia, Federated States Of",2020,0.964,2
"Micronesia, Federated States Of",2020,0.964,3
"Micronesia, Federated States Of",2020,0.964,4
"Micronesia, Federated States Of",2020,0.964,5
"Micronesia, Federated States Of",2020,0.964,6
"Micronesia, Federated States Of",2020,0.964,7
"Micronesia, Federated States Of",2020,0.964,8
"Micronesia, Federated States Of",2020,0.964,9
"Micronesia, Federated States Of",2020,0.964,10
"Micronesia, Federated States Of",2020,0.964,11
"Micronesia, Federated States Of",2020,0.964,12
Tonga,2020,0.24,1
Tonga,2020,0.24,2
Tonga,2020,0.24,3
Tonga,2020,0.24,4
Tonga,2020,0.24,5
Tonga,2020,0.24,6
Tonga,2020,0.24,7
Tonga,2020,0.24,8
Tonga,2020,0.24,9
