country_imf,date,year,actual,predicted,residual,residual_z,xgb_anomaly
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-08-01,2023,21.543105186051775,21.312772532803127,0.2303326532486487,1.194860694384622,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-09-01,2023,21.996808197564647,21.557774495110074,0.43903370245457296,2.3212405015313275,True
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-10-01,2023,21.53025762996791,21.5929335717833,-0.06267594181538882,-0.38653511582479344,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-11-01,2023,21.4927425263976,21.585024925489535,-0.09228239909193547,-0.54632403765503,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2023-12-01,2023,21.514456299889947,21.55095747362278,-0.03650117373283379,-0.24526735345792763,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-01-01,2024,21.544399145028446,21.392938285611518,0.15146085941692888,0.7691819722914249,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-02-01,2024,21.843078177365364,21.475951004791767,0.3671271725735963,1.93315398463027,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-03-01,2024,21.67440418467637,21.687689423315884,-0.013285238639515029,-0.11996869974900075,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-04-01,2024,21.28117278507498,21.646736296790216,-0.36556351171523715,-2.02124871151112,True
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-05-01,2024,21.48213169526632,21.580042224091166,-0.09791052882484408,-0.5766995997677781,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-06-01,2024,21.66803221184137,21.525978812882244,0.14205339895912772,0.7184089956508383,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-07-01,2024,21.39207499911503,21.39894254194112,-0.00686754282608959,-0.08533177290959718,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-08-01,2024,21.35260409627936,21.489146033146483,-0.1365419368671219,-0.7851970563259956,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-09-01,2024,21.871774370549442,21.533554688106403,0.33821968244303946,1.7771374562886981,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-10-01,2024,21.46107069517957,21.60761968138335,-0.14654898620378276,-0.8392060723075772,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-11-01,2024,21.561671868074207,21.5322603086111,0.029411559463106585,0.11047006131903692,False
"Hong Kong Special Administrative Region, People'S Republic Of China",2024-12-01,2024,21.47323718343614,21.53752179972174,-0.064284616285601,-0.3952172879864272,False
India,2020-01-01,2020,21.745614350771742,21.688565135504657,0.057049215267085174,0.31864837458744216,False
India,2020-02-01,2020,21.86942525690367,21.699163806903478,0.17026145000019355,0.9684750200142347,False
India,2020-03-01,2020,21.67924780856654,21.9294682933746,-0.2502204848080609,-1.4450482692589115,False
India,2020-04-01,2020,20.90595783595151,21.7987194139249,-0.8927615779733884,-5.1331684102031945,True
India,2020-05-01,2020,21.03542849853757,21.107058679950267,-0.07163018141269717,-0.41995819807755647,False
India,2020-06-01,2020,21.318957759465878,21.05569526978197,0.26326248968390686,1.502291473521601,False
India,2020-07-01,2020,21.33004435883814,21.081108989837336,0.24893536900080449,1.4200552665067554,False
India,2020-08-01,2020,21.485416244806352,21.13144490686412,0.35397133794223024,2.0229509827450864,True
India,2020-09-01,2020,21.53588157942048,21.485527645735583,0.050353933684895935,0.28021814325247624,False
India,2020-10-01,2020,21.641253209511415,21.454079717118844,0.18717349239257075,1.0655484131953008,False
India,2020-11-01,2020,21.70066780125814,21.554378361502113,0.14628943975602837,0.8308781336191731,False
India,2020-12-01,2020,21.74591439475913,21.642454121201922,0.10346027355720722,0.585043101186346,False
India,2021-01-01,2021,21.733555492212933,21.59414629468872,0.13940919752421266,0.7913862470773642,False
India,2021-02-01,2021,21.77409135687548,21.705706768326195,0.06838458854928575,0.38371225758558186,False
India,2021-03-01,2021,21.96196435453355,21.8965326902072,0.06543166432635061,0.3667627746386801,False
India,2021-04-01,2021,21.830030764028713,21.83530667916622,-0.0052759151375063595,-0.03909149789260277,False
India,2021-05-01,2021,21.88250179370501,21.861695251316437,0.02080654238857349,0.11061913999574718,False
India,2021-06-01,2021,21.944735577504634,21.88958157902607,0.05515399847856273,0.307770024107519,False
India,2021-07-01,2021,21.907038608032884,21.736400979088298,0.17063762894458634,0.9706342486708479,False
India,2021-08-01,2021,21.961389080842867,21.92294649229906,0.038442588543805556,0.21184824070790725,False
India,2021-09-01,2021,21.890425105884535,21.96168652406724,-0.07126141818270426,-0.41784153486294934,False
India,2021-10-01,2021,22.063752218111922,21.950037173060682,0.11371504505124008,0.6439044404691123,False
India,2021-11-01,2021,21.971292373091625,21.9625373510197,0.00875502207192369,0.04144464628379576,False
India,2021-12-01,2021,22.090033064793158,21.953535557007974,0.1364975077851831,0.7746734458496727,False
India,2022-01-01,2022,22.082303299208622,22.06359394745672,0.018709351751901693,0.09858148028995953,False
India,2022-02-01,2022,22.081031430464392,22.042247589406262,0.038783841058130264,0.21380699522900526,False
India,2022-03-01,2022,22.069156441853462,22.25102612446435,-0.18186968261088765,-1.0527216571332163,False
India,2022-04-01,2022,22.04862697083924,22.11159492291769,-0.06296795207844852,-0.37023788787025164,False
India,2022-05-01,2022,22.12240950179454,22.14553877996008,-0.023129278165541223,-0.14156797522250206,False
India,2022-06-01,2022,22.09700647934282,22.14402166775162,-0.0470151884087997,-0.27867065642064,False
India,2022-07-01,2022,22.06419372375148,22.13021120664005,-0.06601748288856868,-0.38774188274446025,False
